#
# Extracted from "jb_device.h"   
# Documentation at least is "Copyright © 2006 Altera Corporation. All rights reserved"
#
# Device,        Idcode,   Max      Conf_done Instruction
#                          JTAG     JTAG      Length     
#                          Sequence,Sequence,
# Family,Part,Idcode,JtagSeq,Conf_Done Seq,InstructionLength

# ACEX 1K
"Stratix V", "5SEEBH40", 0x29250DD, 1165, 424, 10
"Stratix V", "5SGSED6K1F40", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSED6K2F40", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSED6K3F40", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSED6N1F45", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSED6N2F45", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSED6N3F45", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSED8K1F40", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSED8K2F40", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSED8K3F40", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSED8N1F45", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSED8N2F45", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSED8N3F45", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSMD3E1H29", 0x29110DD, 777, 328, 10
"Stratix V", "5SGSMD3E2H29", 0x29110DD, 777, 328, 10
"Stratix V", "5SGSMD3E3H29", 0x29110DD, 777, 328, 10
"Stratix V", "5SGSMD3H1F35", 0x29110DD, 777, 328, 10
"Stratix V", "5SGSMD3H2F35", 0x29110DD, 777, 328, 10
"Stratix V", "5SGSMD3H3F35", 0x29110DD, 777, 328, 10
"Stratix V", "5SGSMD4E1H29", 0x29010DD, 777, 328, 10
"Stratix V", "5SGSMD4E2H29", 0x29010DD, 777, 328, 10
"Stratix V", "5SGSMD4E3H29", 0x29010DD, 777, 328, 10
"Stratix V", "5SGSMD4H1F35", 0x29010DD, 777, 328, 10
"Stratix V", "5SGSMD4H2F35", 0x29010DD, 777, 328, 10
"Stratix V", "5SGSMD4H3F35", 0x29010DD, 777, 328, 10
"Stratix V", "5SGSMD4K1F40", 0x29170DD, 1025, 424, 10
"Stratix V", "5SGSMD4K2F40", 0x29170DD, 1025, 424, 10
"Stratix V", "5SGSMD4K3F40", 0x29170DD, 1025, 424, 10
"Stratix V", "5SGSMD5H1F35", 0x29070DD, 1025, 424, 10
"Stratix V", "5SGSMD5H2F35", 0x29070DD, 1025, 424, 10
"Stratix V", "5SGSMD5H3F35", 0x29070DD, 1025, 424, 10
"Stratix V", "5SGSMD5K1F40", 0x29070DD, 1025, 424, 10
"Stratix V", "5SGSMD5K2F40", 0x29070DD, 1025, 424, 10
"Stratix V", "5SGSMD5K3F40", 0x29070DD, 1025, 424, 10
"Stratix V", "5SGSMD6K1F40", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSMD6K2F40", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSMD6K3F40", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSMD6N1F45", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSMD6N2F45", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSMD6N3F45", 0x29140DD, 1081, 424, 10
"Stratix V", "5SGSMD8K1F40", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSMD8K2F40", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSMD8K3F40", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSMD8N1F45", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSMD8N2F45", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGSMD8N3F45", 0x29040DD, 1081, 424, 10
"Stratix V", "5SGTMC5K2F40", 0x29230DD, 1081, 424, 10
"Stratix V", "5SGTMC5K3F40", 0x29230DD, 1081, 424, 10
"Stratix V", "5SGTMC7K2F40", 0x29430DD, 1081, 424, 10
"Stratix V", "5SGTMC7K3F40", 0x29430DD, 1081, 424, 10
"Stratix V", "5SGXEA3H1F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXEA3H2F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXEA3H3F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXEA3K1F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXEA3K1F40", 0x29470DD, 1025, 424, 10
"Stratix V", "5SGXEA3K2F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXEA3K2F40", 0x29470DD, 1025, 424, 10
"Stratix V", "5SGXEA3K3F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXEA3K3F40", 0x29470DD, 1025, 424, 10
"Stratix V", "5SGXEA4H1F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4H2F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4H3F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4K1F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4K1F40", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4K2F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4K2F40", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4K3F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA4K3F40", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXEA5H1F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5H2F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5H3F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5K1F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5K1F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5K2F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5K2F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5K3F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5K3F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5N1F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5N1F45", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5N2F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5N2F45", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5N3F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA5N3F45", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXEA7H1F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7H2F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7H3F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7K1F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7K1F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7K2F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7K2F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7K3F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7K3F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7N1F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7N1F45", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7N2F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7N2F45", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7N3F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA7N3F45", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXEA9K1H40", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEA9K2H40", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEA9K3H40", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEA9N1F45", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEA9N2F45", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEA9N3F45", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEABK1H40", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEABK2H40", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEABK3H40", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEABN1F45", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEABN2F45", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEABN3F45", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEB5R1F40", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXEB5R1F43", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXEB5R2F40", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXEB5R2F43", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXEB5R3F40", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXEB5R3F43", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXEB6R1F40", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXEB6R1F43", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXEB6R2F40", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXEB6R2F43", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXEB6R3F40", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXEB6R3F43", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXEB9R1H43", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEB9R2H43", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEB9R3H43", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXEBBR1H43", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEBBR2H43", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXEBBR3H43", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMA3E1H29", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3E2H29", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3E3H29", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3H1F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3H2F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3H3F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3K1F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3K1F40", 0x29470DD, 1025, 424, 10
"Stratix V", "5SGXMA3K2F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3K2F40", 0x29470DD, 1025, 424, 10
"Stratix V", "5SGXMA3K3F35", 0x29210DD, 777, 328, 10
"Stratix V", "5SGXMA3K3F40", 0x29470DD, 1025, 424, 10
"Stratix V", "5SGXMA4H1F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4H2F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4H3F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4K1F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4K1F40", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4K2F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4K2F40", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4K3F35", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA4K3F40", 0x29270DD, 1025, 424, 10
"Stratix V", "5SGXMA5H1F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5H2F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5H3F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5K1F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5K1F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5K2F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5K2F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5K3F35", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5K3F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5N1F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5N1F45", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5N2F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5N2F45", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5N3F40", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA5N3F45", 0x29130DD, 1081, 424, 10
"Stratix V", "5SGXMA7H1F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7H2F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7H3F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7K1F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7K1F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7K2F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7K2F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7K3F35", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7K3F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7N1F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7N1F45", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7N2F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7N2F45", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7N3F40", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA7N3F45", 0x29030DD, 1081, 424, 10
"Stratix V", "5SGXMA9K1H40", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMA9K2H40", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMA9K3H40", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMA9N1F45", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMA9N2F45", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMA9N3F45", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMABK1H40", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMABK2H40", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMABK3H40", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMABN1F45", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMABN2F45", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMABN3F45", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMB5R1F40", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXMB5R1F43", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXMB5R2F40", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXMB5R2F43", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXMB5R3F40", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXMB5R3F43", 0x29120DD, 925, 304, 10
"Stratix V", "5SGXMB6R1F40", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXMB6R1F43", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXMB6R2F40", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXMB6R2F43", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXMB6R3F40", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXMB6R3F43", 0x29020DD, 925, 304, 10
"Stratix V", "5SGXMB9R1H43", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMB9R2H43", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMB9R3H43", 0x29150DD, 1165, 424, 10
"Stratix V", "5SGXMBBR1H43", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMBBR2H43", 0x29050DD, 1165, 424, 10
"Stratix V", "5SGXMBBR3H43", 0x29050DD, 1165, 424, 10

# Arria V
"Arria V", "5AGTFC7H3F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGTFD3H3F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGTFD3H3F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGTFD7H3F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGTFD7K3F40", 0x2A060DD, 720, 714, 10
"Arria V", "5AGTMC3D3F27", 0x2A030DD, 720, 714, 10
"Arria V", "5AGTMC3D3F31", 0x2A030DD, 720, 714, 10
"Arria V", "5AGTMC7G3F31", 0x2A020DD, 560, 554, 10
"Arria V", "5AGTMD3G3F31", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBA1D4F27", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXBA1D4F31", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXBA1D6F27", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXBA1D6F31", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXBA3D4F27", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXBA3D4F31", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXBA3D6F27", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXBA3D6F31", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXBA5D4F27", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXBA5D4F31", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXBA5D4F35", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXBA5D6F27", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXBA5D6F31", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXBA5D6F35", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXBA7D4F27", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXBA7D4F31", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXBA7D4F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXBA7D6F27", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXBA7D6F31", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXBA7D6F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXBB1D4F31", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXBB1D4F35", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXBB1D4F40", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXBB1D6F31", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXBB1D6F35", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXBB1D6F40", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXBB3D4F31", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBB3D4F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBB3D4F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBB3D6F31", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBB3D6F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBB3D6F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXBB5D4F35", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXBB5D4F40", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXBB5D6F35", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXBB5D6F40", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXBB7D4F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXBB7D4F40", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXBB7D6F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXBB7D6F40", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXFA5H4F35", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXFA5H6F35", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXFA7H4F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXFA7H6F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXFB1H4F35", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXFB1H4F40", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXFB1H6F35", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXFB1H6F40", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXFB3H4F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXFB3H4F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXFB3H6F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXFB3H6F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXFB5H4F35", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXFB5H6F35", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXFB5K4F40", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXFB5K6F40", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXFB7H4F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXFB7H6F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXFB7K4F40", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXFB7K6F40", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXMA1D4F27", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXMA1D4F31", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXMA1D6F27", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXMA1D6F31", 0x2A110DD, 496, 490, 10
"Arria V", "5AGXMA3D4F27", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXMA3D4F31", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXMA3D6F27", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXMA3D6F31", 0x2A010DD, 496, 490, 10
"Arria V", "5AGXMA5D4F27", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXMA5D6F27", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXMA5G4F31", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXMA5G4F35", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXMA5G6F31", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXMA5G6F35", 0x2A120DD, 560, 554, 10
"Arria V", "5AGXMA7D4F27", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXMA7D6F27", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXMA7G4F31", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXMA7G4F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXMA7G6F31", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXMA7G6F35", 0x2A020DD, 560, 554, 10
"Arria V", "5AGXMB1G4F31", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXMB1G4F35", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXMB1G4F40", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXMB1G6F31", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXMB1G6F35", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXMB1G6F40", 0x2A130DD, 720, 714, 10
"Arria V", "5AGXMB3G4F31", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXMB3G4F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXMB3G4F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXMB3G6F31", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXMB3G6F35", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXMB3G6F40", 0x2A030DD, 720, 714, 10
"Arria V", "5AGXMB5G4F35", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXMB5G4F40", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXMB5G6F35", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXMB5G6F40", 0x2A160DD, 720, 714, 10
"Arria V", "5AGXMB7G4F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXMB7G4F40", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXMB7G6F35", 0x2A060DD, 720, 714, 10
"Arria V", "5AGXMB7G6F40", 0x2A060DD, 720, 714, 10
"Arria V", "5ASTFD3G3F35", 0x2D130DD, 823, 817, 10
"Arria V", "5ASTFD3K3F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASTFD5G3F35", 0x2D030DD, 823, 817, 10
"Arria V", "5ASTFD5K3F40", 0x2D030DD, 823, 817, 10
"Arria V", "5ASTMD3E3F31", 0x2D130DD, 823, 817, 10
"Arria V", "5ASTMD5E3F31", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXBB3D4F31", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXBB3D4F35", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXBB3D4F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXBB3D6F31", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXBB3D6F35", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXBB3D6F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXBB5D4F31", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXBB5D4F35", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXBB5D4F40", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXBB5D6F31", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXBB5D6F35", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXBB5D6F40", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXFB3G4F35", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXFB3G6F35", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXFB3H4F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXFB3H6F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXFB5G4F35", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXFB5G6F35", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXFB5H4F40", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXFB5H6F40", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXMB3E4F31", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXMB3E6F31", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXMB3G4F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXMB3G6F40", 0x2D130DD, 823, 817, 10
"Arria V", "5ASXMB5E4F31", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXMB5E6F31", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXMB5G4F40", 0x2D030DD, 823, 817, 10
"Arria V", "5ASXMB5G6F40", 0x2D030DD, 823, 817, 10
"Arria V", "5AGZME1E2H29", 0x29310DD, 777, 328, 10
"Arria V", "5AGZME1E3H29", 0x29710DD, 777, 328, 10
"Arria V", "5AGZME1H2F35", 0x29310DD, 777, 328, 10
"Arria V", "5AGZME1H3F35", 0x29310DD, 777, 328, 10
"Arria V", "5AGZME3E2H29", 0x29710DD, 777, 328, 10
"Arria V", "5AGZME3E3H29", 0x29710DD, 777, 328, 10
"Arria V", "5AGZME3H2F35", 0x29710DD, 777, 328, 10
"Arria V", "5AGZME3H3F35", 0x29710DD, 777, 328, 10
"Arria V", "5AGZME5H2F35", 0x29770DD, 1025, 424, 10
"Arria V", "5AGZME5H3F35", 0x29770DD, 1025, 424, 10
"Arria V", "5AGZME5K2F40", 0x29770DD, 1025, 424, 10
"Arria V", "5AGZME5K3F40", 0x29770DD, 1025, 424, 10
"Arria V", "5AGZME7H2F35", 0x29F70DD, 1025, 424, 10
"Arria V", "5AGZME7H3F35", 0x29F70DD, 1025, 424, 10
"Arria V", "5AGZME7K2F40", 0x29F70DD, 1025, 424, 10
"Arria V", "5AGZME7K3F40", 0x29F70DD, 1025, 424, 10

# CYCLONE V
"Cyclone V", "5CEBA2F17", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEBA2F23", 0x2B150DD, 288, 234, 10
